CONTRACT_ID,km_8,km_16
19605126,4,13
19605702,4,13
19605711,0,12
19607877,0,8
19609956,0,0
19615068,0,8
19617058,1,1
19617067,4,13
19617796,7,7
19619068,4,4
19622775,0,8
19623570,6,10
19623622,0,8
19624026,0,0
19647862,4,13
19648615,0,0
19648886,0,8
19648987,0,8
19649915,6,6
19650179,6,10
19654592,6,10
19655165,0,0
19657501,0,12
19657520,4,4
19657617,4,4
19657695,2,11
19660437,2,11
19662921,0,8
19663188,0,8
19663311,6,10
19663542,7,7
19663576,0,8
19663851,4,4
19663985,0,8
19665775,4,12
19666032,0,0
19666839,0,0
19667496,0,12
19679868,0,8
19681957,4,4
19684984,0,0
19686651,0,8
19690555,6,10
19690565,0,8
19690809,0,12
19691015,0,8
19694694,0,8
19700936,0,0
19703485,0,8
19703508,0,0
19705219,6,10
19710783,4,4
19715672,0,8
19719317,0,8
19721429,0,8
19721471,0,8
19721516,0,8
19721887,0,8
19727196,4,4
19738220,4,4
19742261,6,10
19743281,4,13
19755123,0,12
19761224,0,8
19762966,4,4
19771821,6,10
19776454,0,8
19777494,5,5
19780930,4,13
19782713,0,8
19782846,0,0
19785833,4,4
19791040,0,12
19799135,0,0
19800802,0,8
19804820,0,12
19804959,4,13
19812301,0,12
19813275,0,8
19813604,0,12
19813965,7,7
19814167,0,8
19815401,0,8
19827987,4,4
19828517,4,4
19835104,0,12
19844350,0,0
19844927,0,12
19844944,6,2
19846202,0,12
19849662,0,8
19849762,0,8
19852748,0,8
19857679,4,4
19857976,6,10
19858557,0,8
19859247,0,12
19859589,0,8
19865919,0,12
19871031,4,4
19876198,0,12
19876239,0,0
19877654,4,4
19882761,0,8
19885749,0,12
19886212,0,12
19886363,0,12
19886571,5,5
19886635,0,8
19887158,5,5
19891361,5,5
19892032,0,8
19896399,0,12
19903183,0,8
19903460,7,7
19904327,2,2
19904758,0,8
19904824,0,8
19905087,4,4
19905730,0,8
19908363,0,8
19915891,0,12
19916531,0,0
19917230,4,4
19917843,7,7
19921758,4,4
19922362,0,8
19922635,2,11
19935534,0,12
19935999,7,7
19937948,0,12
19938268,0,12
19941462,0,8
19952349,0,8
19955055,0,8
19956058,0,8
19980276,0,0
19981336,0,12
19981527,0,8
19982893,0,8
19983239,4,13
19986430,6,2
19992386,0,0
19999777,0,8
20000399,0,8
20005316,0,8
20013117,2,6
20015322,0,8
20015757,7,7
20019322,6,10
20026900,0,8
20032546,0,8
20033562,0,12
20041254,0,0
20042546,0,12
20057880,0,0
20058544,0,8
20059095,0,12
20063791,7,7
20064789,6,10
20064958,0,12
20077144,0,8
20082050,0,8
20082342,6,10
20083469,0,8
20083874,0,0
20091212,7,7
20092230,0,8
20092297,0,8
20093010,0,8
20093784,0,8
20106018,0,8
20106520,4,4
20107846,0,8
20111880,4,4
20112403,0,8
20112415,2,13
20112545,0,8
20117473,0,8
20119891,0,0
20120021,0,8
20120342,0,8
20120667,0,8
20121721,0,12
20122143,5,10
20123254,0,8
20124317,0,8
20134356,4,13
20134974,0,8
20135232,0,8
20136301,0,12
20137951,4,4
20139393,4,13
20140216,0,8
20148817,5,6
20150681,0,12
20150753,2,2
20169237,0,8
20169650,0,8
20169947,0,0
20170916,0,8
20171798,0,12
20178686,0,8
20182889,0,12
20183674,0,12
20186178,0,8
20190988,4,4
20193689,0,8
20193899,0,8
20194106,0,12
20194371,0,8
20194996,0,8
20196220,0,0
20196249,7,7
20196898,1,1
20197915,4,4
20197973,0,12
20198064,0,8
20199387,0,8
20203652,0,8
20207088,0,8
20208970,4,4
20210479,4,13
20210567,7,7
20221576,0,8
20222242,0,8
20222250,0,12
20225083,0,12
20228117,0,8
20236233,4,4
20236300,0,8
20236687,0,8
20237107,0,8
20237580,0,8
20237590,0,0
20238323,2,2
20240146,0,8
20248745,7,7
20251578,0,8
20253214,2,13
20261828,0,8
20262121,0,8
20262163,0,12
20271888,0,8
20281693,6,10
20292215,0,8
20292272,7,7
20324882,4,4
20326130,0,8
20326759,0,12
20326879,4,4
20329633,0,8
20333954,0,8
20343040,0,8
20350856,0,12
20352691,4,13
20353723,0,12
20354487,0,8
20354826,0,8
20355849,0,8
20356798,2,15
20356870,6,10
20368582,6,10
20370674,0,12
20371426,6,10
20385402,4,13
20386491,4,4
20386536,0,8
20386798,0,8
20390880,4,4
20399272,4,4
20400485,0,8
20402919,0,8
20418615,4,4
20429209,4,4
20429827,0,8
20430467,0,8
20431508,4,4
20432191,0,8
20441325,0,8
20443837,0,8
20444590,0,12
20445726,0,12
20453886,0,8
20454142,4,4
20455026,0,0
20455414,6,10
20461779,0,8
20467838,0,0
20468711,0,8
20469098,0,12
20469206,0,12
20472369,0,8
20480054,0,8
20481188,0,8
20481302,0,8
20482007,0,8
20482153,0,12
20482220,4,4
20482662,6,10
20483625,0,8
20495399,0,8
20496262,0,8
20496297,0,12
20508042,4,12
20509352,4,4
20519198,6,10
20519503,0,8
20519789,0,8
20521739,4,13
20522677,0,8
20522973,0,8
20527734,4,15
20531232,4,13
20531635,0,8
20533768,0,8
20546076,0,12
20546165,4,13
20548402,0,8
20548410,0,8
20557970,0,0
20558218,0,8
20558546,0,8
20558993,0,12
20559718,0,8
20562016,0,12
20570719,2,2
20570788,0,12
20571722,6,10
20572233,2,11
20572550,0,8
20572724,0,8
20572901,2,11
20573336,0,8
20579672,6,10
20579907,0,8
20579990,0,8
20582719,5,5
20584332,0,8
20584436,0,12
20584485,0,12
20585379,0,12
20585900,6,10
20587265,0,8
20590158,0,8
20594854,0,0
20595450,0,8
20596484,0,8
20596947,0,8
20597864,0,8
20599030,0,8
20599551,0,8
20604324,0,8
20614922,0,8
20615435,0,8
20618414,0,8
20645909,4,4
20646150,0,8
20647037,0,8
20647655,0,12
20647872,6,10
20648020,5,5
20648560,4,13
20649594,0,8
20660780,4,4
20671193,0,8
20671354,0,8
20671469,5,5
20671660,0,8
20671679,0,8
20673869,0,8
20674666,0,12
20681649,0,8
20682162,0,8
20690936,6,10
20706623,5,5
20715784,0,8
20716570,0,12
20717544,0,8
20729845,0,8
20730430,0,8
20741467,0,0
20742141,4,13
20742723,0,8
20753062,2,11
20753105,2,11
20753558,0,8
20755080,0,8
20764700,0,8
20764767,0,8
20765025,0,12
20765048,0,8
20767389,0,0
20768149,0,8
20775948,0,8
20778283,4,4
20787065,0,8
20787104,0,12
20788901,0,8
20800355,0,12
20802338,0,8
20803018,0,8
20803095,4,13
20813508,6,2
20813605,4,4
20823514,0,0
20823920,0,8
20824172,0,8
20824690,4,4
20824854,0,8
20825422,6,10
20826228,6,2
20826308,4,4
20834720,4,13
20835298,0,8
20845655,0,8
20845810,0,8
20846559,0,8
20847082,0,12
20849488,0,8
20852181,0,8
20852902,0,8
20856120,0,8
20856149,6,10
20856744,0,12
20856813,0,8
20857102,0,8
20857567,0,0
20858929,0,12
20859010,0,8
20859352,0,8
20859363,0,12
20859580,0,12
20859809,0,0
20866512,7,7
20869194,0,12
20869867,0,0
20870048,0,8
20871819,0,8
20871831,0,12
20872624,5,5
20872635,0,0
20884194,0,8
20885029,0,8
20885343,0,12
20886323,0,8
20886644,0,8
20890996,0,8
20897217,0,8
20897484,0,8
20898456,0,8
20898653,0,8
20899118,4,4
20899373,6,6
20899384,0,8
20899615,0,8
20900271,0,0
20910368,0,12
20910853,5,5
20911670,0,0
20912171,0,8
20912412,0,8
20914702,0,8
20915101,0,0
20946426,0,12
20947307,2,13
20947609,0,8
20947833,4,13
20949150,0,8
20949700,0,8
20950735,0,9
20960558,0,8
20961232,0,8
20963052,4,4
20963241,0,0
20964337,6,10
20973328,0,8
20973721,0,8
20974977,0,8
20975760,4,4
20981100,0,8
20985163,0,8
20985956,0,8
20988392,2,15
20993512,4,4
20996650,0,8
20998594,0,8
20998761,0,12
20999327,0,12
21005131,0,8
21007813,0,9
21008016,0,8
21008602,0,8
21010666,0,8
21011458,5,5
21011560,6,6
21011844,0,9
21012249,0,8
21027266,0,12
21027495,0,8
21028351,2,2
21028555,0,8
21028914,0,12
21029371,0,8
21030653,6,10
21031204,6,10
21039765,0,8
21040456,4,13
21040663,0,8
21041304,0,0
21055648,4,13
21056580,0,8
21056861,1,1
21057181,0,8
21058111,2,11
21064496,0,12
21067473,2,2
21068840,2,13
21069959,2,2
21070414,2,11
21084976,6,6
21095645,4,13
21095928,0,8
21096486,4,4
21096622,0,12
21096707,4,13
21097690,0,8
21100164,0,8
21106380,6,2
21106752,0,0
21107006,0,12
21107281,2,2
21107390,0,8
21110064,0,0
21118466,0,0
21120331,0,8
21121427,0,8
21122633,2,11
21126978,0,8
21130064,0,0
21130506,0,12
21130523,6,10
21130901,0,8
21131114,0,8
21131188,0,8
21131339,0,8
21131593,4,4
21132595,0,8
21139070,0,8
21141812,0,8
21141866,0,8
21143860,0,8
21144251,0,8
21145058,0,8
21145329,0,8
21157408,0,8
21157560,0,8
21157713,0,8
21157929,0,8
21158479,0,8
21158832,0,12
21159193,0,8
21159267,0,8
21159276,4,13
21159406,4,13
21159711,0,8
21159871,4,13
21160013,0,8
21160872,0,12
21161366,0,0
21172802,0,8
21174586,0,8
21174639,2,2
21180807,0,8
21184881,3,9
21187033,0,8
21187852,0,8
21191544,0,8
21205732,0,9
21206271,0,8
21209708,0,8
21210428,0,12
21210749,0,8
21211591,0,12
21249534,0,8
21250581,5,5
21262636,0,0
21262977,0,0
21263461,0,8
21266787,0,8
21279232,0,8
21280441,3,9
21280643,1,1
21291024,0,8
21292395,0,12
21298539,0,8
21301370,4,4
21303110,0,8
21303580,0,8
21306903,0,8
21313440,0,8
21314814,0,8
21314898,4,4
21315650,0,8
21316211,0,8
21316926,4,4
21327389,0,8
21327478,0,8
21327576,0,8
21327653,0,8
21327830,0,8
21328903,0,8
21329816,0,8
21341541,4,13
21341907,0,8
21341967,4,4
21342820,0,8
21343040,5,5
21343095,6,10
21354913,6,6
21355040,0,8
21363555,0,8
21366788,4,4
21367551,4,4
21367975,0,0
21368593,0,8
21368608,4,4
21368906,0,8
21368940,2,13
21369773,0,8
21379421,0,8
21379522,0,8
21379575,0,12
21381134,0,8
21381390,0,8
21383810,0,8
21390804,4,13
21394217,0,8
21394627,0,12
21394711,4,12
21395064,5,5
21395564,0,8
21395644,0,8
21396009,0,8
21396873,0,8
21397118,0,8
21397159,0,9
21406874,5,5
21408895,0,8
21409636,0,8
21415633,0,8
21420549,0,8
21420609,0,8
21420942,0,12
21421354,4,4
21421627,4,13
21426389,2,2
21427996,0,0
21428288,2,11
21431509,0,8
21431933,0,8
21432478,4,13
21432842,0,8
21433370,0,8
21433550,0,8
21434301,0,12
21434325,0,8
21437481,0,9
21440745,0,8
21444632,0,8
21444640,0,12
21446058,0,8
21448118,4,4
21448629,0,8
21448863,0,8
21457931,3,9
21458214,4,13
21458410,0,8
21459051,0,8
21459077,2,11
21459562,4,13
21459697,0,12
21461842,0,8
21470176,4,13
21470407,5,5
21470486,4,4
21471146,0,8
21472254,0,0
21472289,0,8
21481668,5,5
21485279,0,0
21486503,4,4
21486717,0,8
21487021,0,8
21488018,4,4
21488884,0,8
21498106,0,8
21498263,6,10
21498282,0,12
21498534,0,12
21499939,0,12
21499981,4,13
21500034,0,12
21500145,0,12
21511063,0,8
21511613,6,10
21512711,0,8
21514146,0,8
21514240,6,10
21518438,0,12
21526281,0,8
21526615,0,8
21526969,0,8
21527653,6,10
21527922,0,8
21538126,2,11
21541388,0,0
21542886,2,2
21543229,4,4
21543392,0,8
21545344,0,8
21545346,0,9
21545586,0,12
21546906,2,11
21576875,4,13
21577624,0,8
21579406,0,8
21579454,0,8
21579596,2,2
21579648,0,8
21580157,4,13
21580623,0,8
21592867,0,8
21593666,3,9
21594090,0,8
21594500,0,8
21594686,0,12
21594754,0,8
21595267,0,12
21595346,0,12
21595663,4,4
21595665,2,11
21597532,2,2
21597942,0,8
21600875,0,12
21602071,0,8
21605079,0,8
21605201,5,5
21606071,0,8
21606372,0,8
21606658,0,0
21606863,0,12
21606991,0,8
21607027,0,8
21608425,0,8
21608750,4,4
21615293,3,9
21615614,6,10
21615759,0,8
21619737,4,15
21619919,0,8
21621027,6,10
21621042,0,8
21621055,0,12
21621355,2,11
21621680,0,8
21621791,0,8
21622464,0,8
21626309,2,2
21628406,0,8
21628779,0,8
21628815,4,4
21628930,0,8
21629014,0,12
21629022,4,4
21629063,4,12
21629126,4,4
21629148,0,8
21629173,6,6
21633257,0,8
21633764,0,8
21633778,5,5
21633786,0,8
21633832,0,8
21634101,0,8
21634409,4,4
21634471,4,4
21634849,0,12
21635306,4,4
21635404,1,1
21635412,4,12
21635587,0,8
21635599,4,13
21635798,0,8
21636098,4,13
21636128,0,8
21636206,0,12
21636498,0,8
21636823,0,12
21636955,0,8
21641406,2,11
21643870,4,13
21645339,0,12
21645547,0,8
21648468,0,8
21648838,0,8
21648866,0,8
21649203,0,0
21649300,0,8
21649670,0,12
21650391,0,8
21650439,0,12
21650814,4,4
21650834,2,13
21650857,0,8
21650948,6,10
21651046,0,8
21651586,4,12
21651961,6,10
21652283,0,8
21652682,4,4
21652768,0,12
21652798,4,4
21652833,0,8
21652850,5,5
21653124,0,8
21653310,0,8
21658256,0,8
21658518,0,12
21658885,0,8
21659207,0,8
21661580,6,10
21661706,0,8
21662074,0,8
21665340,0,8
21665381,0,8
21665401,0,8
21665431,0,12
21665439,4,13
21665486,0,8
21665511,0,8
21665545,4,4
21665562,0,12
21665613,0,8
21665646,0,8
21665692,2,2
21665759,0,8
21665798,4,4
21666917,4,4
21667435,6,10
21667765,5,5
21667909,0,8
21668053,2,11
21668616,4,4
21668724,4,13
21668859,0,8
21669797,0,8
21669906,6,10
21670045,4,13
21670111,0,8
21670201,0,8
21670700,0,12
21671070,0,8
21671739,0,8
21674202,0,12
21674742,0,8
21675090,1,1
21679050,2,11
21679086,0,8
21679226,0,8
21679240,0,12
21683813,4,13
21684202,4,4
21684293,0,8
21684976,4,4
21685389,5,5
21685619,6,10
21685682,0,8
21685891,0,12
21685902,0,8
21686524,0,8
21686664,2,11
21686713,0,8
21686737,0,8
21687257,2,2
21687841,4,4
21690326,6,2
21696767,0,8
21696855,0,8
21696957,5,10
21700292,0,8
21700488,0,8
21700602,0,8
21700786,0,8
21700830,0,8
21700869,2,11
21700894,0,8
21701157,0,8
21701232,4,13
21701402,5,5
21702312,0,8
21702451,0,8
21702479,2,11
21702837,4,4
21702900,0,8
21703094,0,8
21703308,0,8
21704226,0,8
21704475,2,11
21705965,0,12
21707877,2,11
21709025,5,5
21709667,0,8
21709778,0,12
21710284,0,8
21710294,0,8
21710399,3,9
21710442,0,8
21710450,0,8
21714259,0,8
21714427,0,8
21714665,0,8
21714674,0,12
21714808,2,2
21715016,0,8
21715579,0,8
21715688,0,8
21715891,0,8
21716294,4,4
21716409,0,8
21716419,4,4
21716522,0,0
21716644,0,8
21716652,0,8
21716723,0,12
21717005,4,13
21717039,2,13
21717432,0,8
21717544,6,6
21719885,0,12
21722895,0,12
21724157,4,4
21726971,0,8
21727199,5,5
21727247,0,12
21730672,4,13
21730704,0,8
21730828,0,8
21731036,0,8
21731276,4,4
21731639,6,2
21731727,0,12
21731849,0,12
21732816,0,8
21733167,0,8
21733200,0,8
21733227,2,13
21733282,4,4
21733673,0,8
21733829,0,8
21734142,0,12
21734151,6,2
21734205,0,8
21734448,2,2
21734490,0,8
21734505,2,11
21734564,0,8
21734696,0,8
21736471,0,9
21737077,0,12
21737660,0,8
21737668,0,8
21737680,3,9
21740323,0,8
21741248,5,6
21741256,0,12
21741309,0,8
21741324,4,4
21741444,0,8
21744551,0,8
21744834,0,0
21744875,0,8
21744898,2,11
21744925,4,4
21744964,0,8
21744986,0,8
21745014,2,13
21745035,2,11
21745055,0,12
21745088,0,12
21745103,0,8
21745126,0,8
21745157,4,4
21745174,0,8
21745207,0,12
21745215,0,8
21745236,5,5
21745253,0,12
21745483,0,8
21745515,0,8
21746156,4,13
21746637,0,8
21747041,0,8
21747195,4,13
21747312,0,8
21747454,4,4
21747470,6,10
21747784,4,4
21748125,0,12
21748225,0,8
21748412,4,12
21748432,0,12
21748726,0,8
21748781,2,2
21748920,0,12
21749190,0,12
21750355,4,4
21751834,0,12
21753795,0,8
21754134,0,12
21754318,0,8
21754408,2,2
21754771,0,8
21754837,0,8
21754854,0,4
21754898,0,8
21754967,4,4
21754989,0,8
21758813,4,4
21758840,0,8
21758892,0,8
21762152,4,13
21762212,5,5
21762279,0,8
21762424,0,8
21762454,0,8
21762495,0,8
21762631,4,13
21762719,0,8
21762736,0,8
21762855,4,13
21762934,0,8
21763202,0,12
21763433,0,9
21763674,0,8
21763801,0,8
21763911,0,12
21763956,0,8
21764103,0,8
21764114,0,8
21764354,0,8
21764474,0,12
21764521,4,4
21764842,0,8
21765026,4,4
21765512,0,8
21765574,4,4
21765678,1,1
21766383,0,8
21768701,2,11
21772590,0,12
21772722,6,10
21776428,0,8
21776518,0,8
21776654,2,2
21777016,0,8
21777083,0,8
21777477,0,8
21777494,0,8
21777926,0,8
21778165,6,2
21778174,0,8
21778543,0,8
21779289,0,8
21779412,0,8
21779687,3,9
21779742,0,8
21779813,4,13
21779893,4,13
21779933,4,4
21779941,0,8
21780022,4,12
21780117,2,11
21780174,0,12
21780623,0,12
21783067,0,8
21786766,5,5
21790763,4,4
21790857,4,4
21790913,0,12
21791089,0,12
21791429,0,8
21791488,0,8
21791763,0,8
21791884,0,8
21791993,4,4
21792158,0,8
21792340,4,4
21792398,0,8
21792428,0,8
21792637,0,8
21792886,0,8
21793118,4,4
21793169,0,8
21793345,0,8
21793907,0,8
21794913,0,8
21794925,0,8
21799331,0,12
21800132,0,8
21800504,0,12
21800514,0,12
21800622,0,8
21804671,4,13
21805483,4,12
21805551,0,12
21805620,2,2
21806154,0,12
21806304,0,9
21806510,0,8
21806705,4,13
21806982,2,2
21807322,0,8
21807516,6,6
